958	37
959	27
960	40
961	27
962	15
963	24
964	17
965	28
966	30
967	41
968	45
969	50
970	44
971	30
972	24
973	30
974	9
975	12
976	24
977	25
978	58
979	50
980	28
981	21
982	24
983	19
984	35
985	44
986	25
987	43
988	36
989	18
990	15
991	16
992	9
993	10
994	18
995	35
996	27
997	39
998	33
999	17
1000	12
1001	29
1002	14
1003	28
1004	21
1005	26
1006	18
1007	24
1008	7
1009	17
1010	16
1011	18
1012	21
1013	25
1014	16
1015	36
1016	26
1017	25
1018	20
1019	25
1020	18
1021	6
1022	22
1023	27
1024	8
1025	12
1026	21
1027	19
1028	32
1029	26
1030	36
1031	13
1032	11
1033	27
1034	45
1035	38
1036	22
1037	29
1038	26
1039	14
1040	21
1041	0
1042	11
1043	10
1044	7
1045	5
1046	30
1047	16
1048	21
1049	17
1050	27
1051	13
1052	29
1053	36
1054	10
1055	7
1056	30
1057	32
1058	12
1059	20
1060	10
1061	11
1062	14
1063	7
1064	12
1065	14
1066	10
1067	18
1068	23
1069	9
1070	15
1071	15
1072	16
1073	17
1074	7
1075	16
1076	15
1077	23
1078	10
1079	31
1080	20
1081	22
1082	27
1083	9
1084	8
1085	25
1086	14
1087	18
1088	23
1089	17
1090	11
1091	20
1092	18
1093	30
1094	52
1095	25
1096	20
1097	12
1098	16
1099	9
1100	12
1101	24
1102	13
1103	6
1104	12
1105	5
1106	3
1107	28
1108	27
1109	17
1110	7
1111	23
1112	20
1113	22
1114	9
1115	12
1116	24
1117	15
1118	13
1119	8
1120	31
1121	27
1122	43
1123	19
1124	17
1125	10
1126	30
1127	15
1128	29
1129	11
1130	12
1131	17
1132	6
1133	11
1134	7
1135	11
1136	16
1137	9
1138	13
1139	18
1140	9
1141	9
1142	15
1143	14
1144	13
1145	25
1146	8
1147	27
1148	12
1149	8
1150	7
1151	6
1152	10
1153	28
1154	11
1155	13
1156	19
1157	24
1158	16
1159	28
1160	26
1161	18
1162	37
1163	12
1164	14
1165	5
1166	6
1167	4
1168	5
1169	0
1170	5
1171	6
1172	5
1173	13
1174	7
1175	3
1176	6
1177	16
1178	12
1179	3
1180	11
1181	16
1182	7
1183	3
1184	16
1185	20
1186	9
1187	25
1188	7
1189	6
1190	4
1191	13
1192	4
1193	2
1194	15
1195	2
1196	16
1197	4
1198	0
1199	4
1200	4
1201	1
1202	15
1203	4
1204	14
1205	16
1206	10
1207	6
1208	27
1209	11
1210	19
1211	10
1212	9
1213	4
1214	10
1215	10
1216	21
1217	49
1218	40
1219	7
1220	3
1221	16
1222	9
1223	8
1224	15
1225	24
1226	13
1227	18
1228	8
1229	17
1230	9
1231	20
1232	10
1233	11
1234	6
1235	11
1236	16
1237	11
1238	5
1239	14
1240	17
1241	22
1242	18
1243	16
1244	13
1245	15
1246	14
1247	27
1248	14
1249	17
1250	20
1251	11
1252	24
1253	15
1254	18
1255	10
1256	11
1257	12
1258	20
1259	14
1260	14
1261	19
1262	13
1263	6
1264	9
1265	9
1266	9
1267	13
1268	10
1269	10
1270	7
1271	8
1272	25
1273	12
1274	23
1275	11
1276	8
1277	19
1278	17
1279	14
1280	8
1281	15
1282	8
1283	7
1284	3
1285	25
1286	33
1287	5
1288	7
1289	18
1290	11
1291	8
1292	9
1293	4
1294	7
1295	15
1296	2
1297	3
1298	14
1299	3
1300	3
1301	8
1302	28
1303	15
1304	14
1305	10
1306	17
1307	10
1308	12
1309	20
1310	16
1311	15
1312	8
1313	15
1314	9
1315	15
1316	4
1317	10
1318	5
1319	6
1320	6
1321	7
1322	11
1323	4
1324	11
1325	12
1326	24
1327	17
1328	6
1329	7
1330	13
1331	17
1332	14
1333	9
1334	23
1335	12
1336	4
1337	14
1338	21
1339	16
1340	14
1341	12
1342	11
1343	6
1344	0
1345	3
1346	13
1347	14
1348	22
1349	26
1350	18
1351	10
1352	23
1353	22
1354	17
1355	25
1356	7
1357	13
1358	8
1359	8
1360	18
1361	5
1362	1
1363	6
1364	30
1365	7
1366	3
1367	15
1368	9
1369	9
1370	13
1371	8
1372	12
1373	12
1374	10
1375	7
1376	3
1377	4
1378	7
1379	9
1380	11
1381	6
1382	7
1383	13
1384	9
1385	12
1386	10
1387	1
1388	10
1389	15
1390	11
1391	5
1392	12
1393	6
1394	0
1395	10
1396	7
1397	9
1398	3
1399	6
1400	0
1401	6
1402	12
1403	4
1404	2
1405	2
1406	24
1407	26
1408	9
1409	4
1410	11
1411	7
1412	4
1413	12
1414	3
1415	8
1416	10
1417	13
1418	7
1419	24
1420	6
1421	10
1422	0
1423	13
1424	14
1425	3
1426	13
1427	23
1428	12
1429	4
1430	6
1431	5
1432	0
1433	13
1434	21
1435	10
1436	8
1437	0
1438	13
1439	17
1440	12
